"CONCEPT_ID","CONCEPT_LABEL","CONCEPT_STRING","DATASET_STRING"
13043,"MORTGAGE STATUS BY MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS","B25101","ACSDT5Y2009"
13043,"MORTGAGE STATUS BY MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS","B25101","ACSDT5Y2017"
13043,"MORTGAGE STATUS BY MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS","B25101","ACSDT5Y2018"
13044,"MORTGAGE STATUS BY REAL ESTATE TAXES PAID","B25102","ACSDT5Y2009"
13044,"MORTGAGE STATUS BY REAL ESTATE TAXES PAID","B25102","ACSDT5Y2017"
13044,"MORTGAGE STATUS BY REAL ESTATE TAXES PAID","B25102","ACSDT5Y2018"
13045,"MORTGAGE STATUS BY MEDIAN REAL ESTATE TAXES PAID (DOLLARS)","B25103","ACSDT5Y2009"
13045,"MORTGAGE STATUS BY MEDIAN REAL ESTATE TAXES PAID (DOLLARS)","B25103","ACSDT5Y2017"
13045,"MORTGAGE STATUS BY MEDIAN REAL ESTATE TAXES PAID (DOLLARS)","B25103","ACSDT5Y2018"
13046,"MONTHLY HOUSING COSTS","B25104","ACSDT5Y2009"
13046,"MONTHLY HOUSING COSTS","B25104","ACSDT5Y2017"
13046,"MONTHLY HOUSING COSTS","B25104","ACSDT5Y2018"
13047,"MEDIAN MONTHLY HOUSING COSTS (DOLLARS)","B25105","ACSDT5Y2009"
13047,"MEDIAN MONTHLY HOUSING COSTS (DOLLARS)","B25105","ACSDT5Y2017"
13047,"MEDIAN MONTHLY HOUSING COSTS (DOLLARS)","B25105","ACSDT5Y2018"
13048,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS","B25106","ACSDT5Y2009"
13048,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS","B25106","ACSDT5Y2017"
13048,"TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS","B25106","ACSDT5Y2018"
13049,"MEDIAN VALUE BY YEAR STRUCTURE BUILT","B25107","ACSDT5Y2009"
13049,"MEDIAN VALUE BY YEAR STRUCTURE BUILT","B25107","ACSDT5Y2017"
13049,"MEDIAN VALUE BY YEAR STRUCTURE BUILT","B25107","ACSDT5Y2018"
13050,"AGGREGATE VALUE (DOLLARS) BY YEAR STRUCTURE BUILT","B25108","ACSDT5Y2009"
13050,"AGGREGATE VALUE (DOLLARS) BY YEAR STRUCTURE BUILT","B25108","ACSDT5Y2017"
13050,"AGGREGATE VALUE (DOLLARS) BY YEAR STRUCTURE BUILT","B25108","ACSDT5Y2018"
13051,"MEDIAN VALUE BY YEAR HOUSEHOLDER MOVED INTO UNIT","B25109","ACSDT5Y2009"
13051,"MEDIAN VALUE BY YEAR HOUSEHOLDER MOVED INTO UNIT","B25109","ACSDT5Y2017"
13051,"MEDIAN VALUE BY YEAR HOUSEHOLDER MOVED INTO UNIT","B25109","ACSDT5Y2018"
13052,"AGGREGATE VALUE (DOLLARS) BY YEAR HOUSEHOLDER MOVED INTO UNIT","B25110","ACSDT5Y2009"
13052,"AGGREGATE VALUE (DOLLARS) BY YEAR HOUSEHOLDER MOVED INTO UNIT","B25110","ACSDT5Y2017"
13052,"AGGREGATE VALUE (DOLLARS) BY YEAR HOUSEHOLDER MOVED INTO UNIT","B25110","ACSDT5Y2018"
13053,"MEDIAN GROSS RENT BY YEAR STRUCTURE BUILT","B25111","ACSDT5Y2009"
13053,"MEDIAN GROSS RENT BY YEAR STRUCTURE BUILT","B25111","ACSDT5Y2017"
13053,"MEDIAN GROSS RENT BY YEAR STRUCTURE BUILT","B25111","ACSDT5Y2018"
13054,"AGGREGATE GROSS RENT (DOLLARS) BY YEAR STRUCTURE BUILT","B25112","ACSDT5Y2009"
13054,"AGGREGATE GROSS RENT (DOLLARS) BY YEAR STRUCTURE BUILT","B25112","ACSDT5Y2017"
13054,"AGGREGATE GROSS RENT (DOLLARS) BY YEAR STRUCTURE BUILT","B25112","ACSDT5Y2018"
13055,"MEDIAN GROSS RENT BY YEAR HOUSEHOLDER MOVED INTO UNIT","B25113","ACSDT5Y2009"
13055,"MEDIAN GROSS RENT BY YEAR HOUSEHOLDER MOVED INTO UNIT","B25113","ACSDT5Y2017"
13055,"MEDIAN GROSS RENT BY YEAR HOUSEHOLDER MOVED INTO UNIT","B25113","ACSDT5Y2018"
13056,"AGGREGATE GROSS RENT (DOLLARS) BY YEAR HOUSEHOLDER MOVED INTO UNIT","B25114","ACSDT5Y2009"
13056,"AGGREGATE GROSS RENT (DOLLARS) BY YEAR HOUSEHOLDER MOVED INTO UNIT","B25114","ACSDT5Y2017"
13056,"AGGREGATE GROSS RENT (DOLLARS) BY YEAR HOUSEHOLDER MOVED INTO UNIT","B25114","ACSDT5Y2018"
13057,"TENURE BY HOUSEHOLD TYPE AND PRESENCE AND AGE OF OWN CHILDREN","B25115","ACSDT5Y2009"
13057,"TENURE BY HOUSEHOLD TYPE AND PRESENCE AND AGE OF OWN CHILDREN","B25115","ACSDT5Y2017"
13057,"TENURE BY HOUSEHOLD TYPE AND PRESENCE AND AGE OF OWN CHILDREN","B25115","ACSDT5Y2018"
13058,"TENURE BY HOUSEHOLD SIZE BY AGE OF HOUSEHOLDER","B25116","ACSDT5Y2009"
13058,"TENURE BY HOUSEHOLD SIZE BY AGE OF HOUSEHOLDER","B25116","ACSDT5Y2017"
13058,"TENURE BY HOUSEHOLD SIZE BY AGE OF HOUSEHOLDER","B25116","ACSDT5Y2018"
13059,"TENURE BY HOUSE HEATING FUEL","B25117","ACSDT5Y2009"
13059,"TENURE BY HOUSE HEATING FUEL","B25117","ACSDT5Y2017"
13059,"TENURE BY HOUSE HEATING FUEL","B25117","ACSDT5Y2018"
13060,"TENURE BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)","B25118","ACSDT5Y2009"
13060,"TENURE BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)","B25118","ACSDT5Y2017"
13060,"TENURE BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)","B25118","ACSDT5Y2018"
13061,"MEDIAN HOUSEHOLD INCOME THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS) BY TENURE","B25119","ACSDT5Y2009"
13061,"MEDIAN HOUSEHOLD INCOME THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS) BY TENURE","B25119","ACSDT5Y2017"
13061,"MEDIAN HOUSEHOLD INCOME THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS) BY TENURE","B25119","ACSDT5Y2018"
13062,"AGGREGATE HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS) BY TENURE AND MORTGAGE STATUS","B25120","ACSDT5Y2009"
13062,"AGGREGATE HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS) BY TENURE AND MORTGAGE STATUS","B25120","ACSDT5Y2017"
13062,"AGGREGATE HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS) BY TENURE AND MORTGAGE STATUS","B25120","ACSDT5Y2018"
13063,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS) BY VALUE","B25121","ACSDT5Y2009"
13063,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS) BY VALUE","B25121","ACSDT5Y2017"
13063,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS) BY VALUE","B25121","ACSDT5Y2018"
13064,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS) BY GROSS RENT","B25122","ACSDT5Y2009"
13064,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS) BY GROSS RENT","B25122","ACSDT5Y2017"
13064,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS) BY GROSS RENT","B25122","ACSDT5Y2018"
13065,"TENURE BY SELECTED PHYSICAL AND FINANCIAL CONDITIONS","B25123","ACSDT5Y2009"
13065,"TENURE BY SELECTED PHYSICAL AND FINANCIAL CONDITIONS","B25123","ACSDT5Y2017"
13065,"TENURE BY SELECTED PHYSICAL AND FINANCIAL CONDITIONS","B25123","ACSDT5Y2018"
13066,"TENURE BY HOUSEHOLD SIZE BY UNITS IN STRUCTURE","B25124","ACSDT5Y2009"
13066,"TENURE BY HOUSEHOLD SIZE BY UNITS IN STRUCTURE","B25124","ACSDT5Y2017"
13066,"TENURE BY HOUSEHOLD SIZE BY UNITS IN STRUCTURE","B25124","ACSDT5Y2018"
13067,"TENURE BY AGE OF HOUSEHOLDER BY UNITS IN STRUCTURE","B25125","ACSDT5Y2009"
13067,"TENURE BY AGE OF HOUSEHOLDER BY UNITS IN STRUCTURE","B25125","ACSDT5Y2017"
13067,"TENURE BY AGE OF HOUSEHOLDER BY UNITS IN STRUCTURE","B25125","ACSDT5Y2018"
13068,"TENURE BY AGE OF HOUSEHOLDER BY YEAR STRUCTURE BUILT","B25126","ACSDT5Y2009"
13068,"TENURE BY AGE OF HOUSEHOLDER BY YEAR STRUCTURE BUILT","B25126","ACSDT5Y2017"
13068,"TENURE BY AGE OF HOUSEHOLDER BY YEAR STRUCTURE BUILT","B25126","ACSDT5Y2018"
13069,"TENURE BY YEAR STRUCTURE BUILT BY UNITS IN STRUCTURE","B25127","ACSDT5Y2009"
13069,"TENURE BY YEAR STRUCTURE BUILT BY UNITS IN STRUCTURE","B25127","ACSDT5Y2017"
13069,"TENURE BY YEAR STRUCTURE BUILT BY UNITS IN STRUCTURE","B25127","ACSDT5Y2018"
13070,"TENURE BY AGE OF HOUSEHOLDER BY YEAR HOUSEHOLDER MOVED INTO UNIT","B25128","ACSDT5Y2009"
13070,"TENURE BY AGE OF HOUSEHOLDER BY YEAR HOUSEHOLDER MOVED INTO UNIT","B25128","ACSDT5Y2017"
13070,"TENURE BY AGE OF HOUSEHOLDER BY YEAR HOUSEHOLDER MOVED INTO UNIT","B25128","ACSDT5Y2018"
13071,"TENURE BY YEAR HOUSEHOLDER MOVED INTO UNIT BY UNITS IN STRUCTURE","B25129","ACSDT5Y2009"
13071,"TENURE BY YEAR HOUSEHOLDER MOVED INTO UNIT BY UNITS IN STRUCTURE","B25129","ACSDT5Y2017"
13071,"TENURE BY YEAR HOUSEHOLDER MOVED INTO UNIT BY UNITS IN STRUCTURE","B25129","ACSDT5Y2018"
13072,"GROUP QUARTERS POPULATION","B26001","ACSDT5Y2009"
13072,"GROUP QUARTERS POPULATION","B26001","ACSDT5Y2017"
13072,"GROUP QUARTERS POPULATION","B26001","ACSDT5Y2018"
13073,"GROUP QUARTERS TYPE [3] BY SEX BY AGE","B26101","ACSDT5Y2009"
13073,"GROUP QUARTERS TYPE [3] BY SEX BY AGE","B26101","ACSDT5Y2017"
13073,"GROUP QUARTERS TYPE [3] BY SEX BY AGE","B26101","ACSDT5Y2018"
13074,"MEDIAN AGE BY GROUP QUARTERS TYPE [3]","B26102","ACSDT5Y2009"
13074,"MEDIAN AGE BY GROUP QUARTERS TYPE [3]","B26102","ACSDT5Y2017"
13074,"MEDIAN AGE BY GROUP QUARTERS TYPE [3]","B26102","ACSDT5Y2018"
13075,"GROUP QUARTERS TYPE [3]","B26103","ACSDT5Y2009"
13075,"GROUP QUARTERS TYPE [3]","B26103","ACSDT5Y2017"
13075,"GROUP QUARTERS TYPE [3]","B26103","ACSDT5Y2018"
13076,"GROUP QUARTERS TYPE [3] (WHITE ALONE)","B26103A","ACSDT5Y2009"
13076,"GROUP QUARTERS TYPE [3] (WHITE ALONE)","B26103A","ACSDT5Y2017"
13076,"GROUP QUARTERS TYPE [3] (WHITE ALONE)","B26103A","ACSDT5Y2018"
13077,"GROUP QUARTERS TYPE [3] (BLACK OR AFRICAN AMERICAN ALONE)","B26103B","ACSDT5Y2009"
13077,"GROUP QUARTERS TYPE [3] (BLACK OR AFRICAN AMERICAN ALONE)","B26103B","ACSDT5Y2017"
13077,"GROUP QUARTERS TYPE [3] (BLACK OR AFRICAN AMERICAN ALONE)","B26103B","ACSDT5Y2018"
13078,"GROUP QUARTERS TYPE [3] (AMERICAN INDIAN AND ALASKA NATIVE ALONE)","B26103C","ACSDT5Y2009"
13078,"GROUP QUARTERS TYPE [3] (AMERICAN INDIAN AND ALASKA NATIVE ALONE)","B26103C","ACSDT5Y2017"
13078,"GROUP QUARTERS TYPE [3] (AMERICAN INDIAN AND ALASKA NATIVE ALONE)","B26103C","ACSDT5Y2018"
13079,"GROUP QUARTERS TYPE [3] (ASIAN ALONE)","B26103D","ACSDT5Y2009"
13079,"GROUP QUARTERS TYPE [3] (ASIAN ALONE)","B26103D","ACSDT5Y2017"
13079,"GROUP QUARTERS TYPE [3] (ASIAN ALONE)","B26103D","ACSDT5Y2018"
13080,"GROUP QUARTERS TYPE [3] (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE)","B26103E","ACSDT5Y2009"
13080,"GROUP QUARTERS TYPE [3] (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE)","B26103E","ACSDT5Y2017"
13080,"GROUP QUARTERS TYPE [3] (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE)","B26103E","ACSDT5Y2018"
13081,"GROUP QUARTERS TYPE [3] (SOME OTHER RACE ALONE)","B26103F","ACSDT5Y2009"
13081,"GROUP QUARTERS TYPE [3] (SOME OTHER RACE ALONE)","B26103F","ACSDT5Y2017"
13081,"GROUP QUARTERS TYPE [3] (SOME OTHER RACE ALONE)","B26103F","ACSDT5Y2018"
13082,"GROUP QUARTERS TYPE [3] (TWO OR MORE RACES)","B26103G","ACSDT5Y2009"
13082,"GROUP QUARTERS TYPE [3] (TWO OR MORE RACES)","B26103G","ACSDT5Y2017"
13082,"GROUP QUARTERS TYPE [3] (TWO OR MORE RACES)","B26103G","ACSDT5Y2018"
13083,"GROUP QUARTERS TYPE [3] (WHITE ALONE, NOT HISPANIC OR LATINO)","B26103H","ACSDT5Y2009"
13083,"GROUP QUARTERS TYPE [3] (WHITE ALONE, NOT HISPANIC OR LATINO)","B26103H","ACSDT5Y2017"
13083,"GROUP QUARTERS TYPE [3] (WHITE ALONE, NOT HISPANIC OR LATINO)","B26103H","ACSDT5Y2018"
13084,"GROUP QUARTERS TYPE [3] (HISPANIC OR LATINO)","B26103I","ACSDT5Y2009"
13084,"GROUP QUARTERS TYPE [3] (HISPANIC OR LATINO)","B26103I","ACSDT5Y2017"
13084,"GROUP QUARTERS TYPE [3] (HISPANIC OR LATINO)","B26103I","ACSDT5Y2018"
13085,"GROUP QUARTERS TYPE [3] BY MARITAL STATUS","B26104","ACSDT5Y2009"
13085,"GROUP QUARTERS TYPE [3] BY MARITAL STATUS","B26104","ACSDT5Y2017"
13085,"GROUP QUARTERS TYPE [3] BY MARITAL STATUS","B26104","ACSDT5Y2018"
13086,"GROUP QUARTERS TYPE [3] BY SCHOOL ENROLLMENT","B26105","ACSDT5Y2009"
13086,"GROUP QUARTERS TYPE [3] BY SCHOOL ENROLLMENT","B26105","ACSDT5Y2017"
13086,"GROUP QUARTERS TYPE [3] BY SCHOOL ENROLLMENT","B26105","ACSDT5Y2018"
13087,"GROUP QUARTERS TYPE [3] BY EDUCATIONAL ATTAINMENT","B26106","ACSDT5Y2009"
13087,"GROUP QUARTERS TYPE [3] BY EDUCATIONAL ATTAINMENT","B26106","ACSDT5Y2017"
13087,"GROUP QUARTERS TYPE [3] BY EDUCATIONAL ATTAINMENT","B26106","ACSDT5Y2018"
13088,"GROUP QUARTERS TYPE [3] BY VETERAN STATUS","B26107","ACSDT5Y2009"
13088,"GROUP QUARTERS TYPE [3] BY VETERAN STATUS","B26107","ACSDT5Y2017"
13088,"GROUP QUARTERS TYPE [3] BY VETERAN STATUS","B26107","ACSDT5Y2018"
13089,"GROUP QUARTERS TYPE [3] BY AGE BY DISABILITY STATUS","B26108","ACSDT5Y2009"
13089,"GROUP QUARTERS TYPE [3] BY AGE BY DISABILITY STATUS","B26108","ACSDT5Y2017"
13089,"GROUP QUARTERS TYPE [3] BY AGE BY DISABILITY STATUS","B26108","ACSDT5Y2018"
13090,"GROUP QUARTERS TYPE [3] BY GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE IN THE UNITED STATES","B26109","ACSDT5Y2009"
13090,"GROUP QUARTERS TYPE [3] BY GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE IN THE UNITED STATES","B26109","ACSDT5Y2017"
13090,"GROUP QUARTERS TYPE [3] BY GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE IN THE UNITED STATES","B26109","ACSDT5Y2018"
13091,"GROUP QUARTERS TYPE [3] BY GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE IN PUERTO RICO","B26109PR","ACSDT5Y2009"
13091,"GROUP QUARTERS TYPE [3] BY GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE IN PUERTO RICO","B26109PR","ACSDT5Y2017"
13091,"GROUP QUARTERS TYPE [3] BY GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE IN PUERTO RICO","B26109PR","ACSDT5Y2018"
13092,"GROUP QUARTERS TYPE [3] BY NATIVITY AND CITIZENSHIP STATUS BY SEX","B26110","ACSDT5Y2009"
13092,"GROUP QUARTERS TYPE [3] BY NATIVITY AND CITIZENSHIP STATUS BY SEX","B26110","ACSDT5Y2017"
13092,"GROUP QUARTERS TYPE [3] BY NATIVITY AND CITIZENSHIP STATUS BY SEX","B26110","ACSDT5Y2018"
13093,"GROUP QUARTERS TYPE [3] BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH","B26113","ACSDT5Y2009"
13093,"GROUP QUARTERS TYPE [3] BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH","B26113","ACSDT5Y2017"
13093,"GROUP QUARTERS TYPE [3] BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH","B26113","ACSDT5Y2018"
13094,"GROUP QUARTERS TYPE [3] BY EMPLOYMENT STATUS","B26114","ACSDT5Y2009"
13094,"GROUP QUARTERS TYPE [3] BY EMPLOYMENT STATUS","B26114","ACSDT5Y2017"
13094,"GROUP QUARTERS TYPE [3] BY EMPLOYMENT STATUS","B26114","ACSDT5Y2018"
13095,"GROUP QUARTERS TYPE [3] BY OCCUPATION","B26115","ACSDT5Y2009"
13095,"GROUP QUARTERS TYPE [3] BY OCCUPATION","B26115","ACSDT5Y2017"
13095,"GROUP QUARTERS TYPE [3] BY OCCUPATION","B26115","ACSDT5Y2018"
13096,"GROUP QUARTERS TYPE [3] BY SEX WITH EARNINGS IN THE PAST 12 MONTHS","B26117","ACSDT5Y2009"
13096,"GROUP QUARTERS TYPE [3] BY SEX WITH EARNINGS IN THE PAST 12 MONTHS","B26117","ACSDT5Y2017"
13096,"GROUP QUARTERS TYPE [3] BY SEX WITH EARNINGS IN THE PAST 12 MONTHS","B26117","ACSDT5Y2018"
13097,"AGGREGATE EARNINGS IN THE PAST 12 MONTHS BY GROUP QUARTERS TYPE [3] BY SEX","B26118","ACSDT5Y2009"
13097,"AGGREGATE EARNINGS IN THE PAST 12 MONTHS BY GROUP QUARTERS TYPE [3] BY SEX","B26118","ACSDT5Y2017"
13097,"AGGREGATE EARNINGS IN THE PAST 12 MONTHS BY GROUP QUARTERS TYPE [3] BY SEX","B26118","ACSDT5Y2018"
13098,"MEDIAN EARNINGS IN THE PAST 12 MONTHS BY GROUP QUARTERS TYPE [3] BY SEX","B26119","ACSDT5Y2009"
13098,"MEDIAN EARNINGS IN THE PAST 12 MONTHS BY GROUP QUARTERS TYPE [3] BY SEX","B26119","ACSDT5Y2017"
13098,"MEDIAN EARNINGS IN THE PAST 12 MONTHS BY GROUP QUARTERS TYPE [3] BY SEX","B26119","ACSDT5Y2018"
13099,"GROUP QUARTERS TYPE [3] BY RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS","B26120","ACSDT5Y2009"
13099,"GROUP QUARTERS TYPE [3] BY RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS","B26120","ACSDT5Y2017"
13099,"GROUP QUARTERS TYPE [3] BY RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS","B26120","ACSDT5Y2018"
13100,"GROUP QUARTERS TYPE [5] BY SEX BY AGE","B26201","ACSDT5Y2009"
13100,"GROUP QUARTERS TYPE [5] BY SEX BY AGE","B26201","ACSDT5Y2017"
13100,"GROUP QUARTERS TYPE [5] BY SEX BY AGE","B26201","ACSDT5Y2018"
13101,"MEDIAN AGE BY GROUP QUARTERS TYPE [5]","B26202","ACSDT5Y2009"
13101,"MEDIAN AGE BY GROUP QUARTERS TYPE [5]","B26202","ACSDT5Y2017"
13101,"MEDIAN AGE BY GROUP QUARTERS TYPE [5]","B26202","ACSDT5Y2018"
13102,"GROUP QUARTERS TYPE [5]","B26203","ACSDT5Y2009"
13102,"GROUP QUARTERS TYPE [5]","B26203","ACSDT5Y2017"
13102,"GROUP QUARTERS TYPE [5]","B26203","ACSDT5Y2018"
13103,"GROUP QUARTERS TYPE [5] (WHITE ALONE)","B26203A","ACSDT5Y2009"
13103,"GROUP QUARTERS TYPE [5] (WHITE ALONE)","B26203A","ACSDT5Y2017"
13103,"GROUP QUARTERS TYPE [5] (WHITE ALONE)","B26203A","ACSDT5Y2018"
13104,"GROUP QUARTERS TYPE [5] (BLACK OR AFRICAN AMERICAN ALONE)","B26203B","ACSDT5Y2009"
13104,"GROUP QUARTERS TYPE [5] (BLACK OR AFRICAN AMERICAN ALONE)","B26203B","ACSDT5Y2017"
13104,"GROUP QUARTERS TYPE [5] (BLACK OR AFRICAN AMERICAN ALONE)","B26203B","ACSDT5Y2018"
13105,"GROUP QUARTERS TYPE [5] (AMERICAN INDIAN AND ALASKA NATIVE ALONE)","B26203C","ACSDT5Y2009"
13105,"GROUP QUARTERS TYPE [5] (AMERICAN INDIAN AND ALASKA NATIVE ALONE)","B26203C","ACSDT5Y2017"
13105,"GROUP QUARTERS TYPE [5] (AMERICAN INDIAN AND ALASKA NATIVE ALONE)","B26203C","ACSDT5Y2018"
13106,"GROUP QUARTERS TYPE [5] (ASIAN ALONE)","B26203D","ACSDT5Y2009"
13106,"GROUP QUARTERS TYPE [5] (ASIAN ALONE)","B26203D","ACSDT5Y2017"
13106,"GROUP QUARTERS TYPE [5] (ASIAN ALONE)","B26203D","ACSDT5Y2018"
13107,"GROUP QUARTERS TYPE [5] (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE)","B26203E","ACSDT5Y2009"
13107,"GROUP QUARTERS TYPE [5] (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE)","B26203E","ACSDT5Y2017"
13107,"GROUP QUARTERS TYPE [5] (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE)","B26203E","ACSDT5Y2018"
13108,"GROUP QUARTERS TYPE [5] (SOME OTHER RACE ALONE)","B26203F","ACSDT5Y2009"
13108,"GROUP QUARTERS TYPE [5] (SOME OTHER RACE ALONE)","B26203F","ACSDT5Y2017"
13108,"GROUP QUARTERS TYPE [5] (SOME OTHER RACE ALONE)","B26203F","ACSDT5Y2018"
13109,"GROUP QUARTERS TYPE [5] (TWO OR MORE RACES)","B26203G","ACSDT5Y2009"
13109,"GROUP QUARTERS TYPE [5] (TWO OR MORE RACES)","B26203G","ACSDT5Y2017"
13109,"GROUP QUARTERS TYPE [5] (TWO OR MORE RACES)","B26203G","ACSDT5Y2018"
13110,"GROUP QUARTERS TYPE [5] (WHITE ALONE, NOT HISPANIC OR LATINO)","B26203H","ACSDT5Y2009"
13110,"GROUP QUARTERS TYPE [5] (WHITE ALONE, NOT HISPANIC OR LATINO)","B26203H","ACSDT5Y2017"
13110,"GROUP QUARTERS TYPE [5] (WHITE ALONE, NOT HISPANIC OR LATINO)","B26203H","ACSDT5Y2018"
13111,"GROUP QUARTERS TYPE [5] (HISPANIC OR LATINO)","B26203I","ACSDT5Y2009"
13111,"GROUP QUARTERS TYPE [5] (HISPANIC OR LATINO)","B26203I","ACSDT5Y2017"
13111,"GROUP QUARTERS TYPE [5] (HISPANIC OR LATINO)","B26203I","ACSDT5Y2018"
13112,"GROUP QUARTERS TYPE [5] BY MARITAL STATUS","B26204","ACSDT5Y2009"
13112,"GROUP QUARTERS TYPE [5] BY MARITAL STATUS","B26204","ACSDT5Y2017"
13112,"GROUP QUARTERS TYPE [5] BY MARITAL STATUS","B26204","ACSDT5Y2018"
13113,"GROUP QUARTERS TYPE [5] BY SCHOOL ENROLLMENT","B26205","ACSDT5Y2009"
13113,"GROUP QUARTERS TYPE [5] BY SCHOOL ENROLLMENT","B26205","ACSDT5Y2017"
13113,"GROUP QUARTERS TYPE [5] BY SCHOOL ENROLLMENT","B26205","ACSDT5Y2018"
13114,"GROUP QUARTERS TYPE [5] BY EDUCATIONAL ATTAINMENT","B26206","ACSDT5Y2009"
13114,"GROUP QUARTERS TYPE [5] BY EDUCATIONAL ATTAINMENT","B26206","ACSDT5Y2017"
13114,"GROUP QUARTERS TYPE [5] BY EDUCATIONAL ATTAINMENT","B26206","ACSDT5Y2018"
13115,"GROUP QUARTERS TYPE [5] BY VETERAN STATUS","B26207","ACSDT5Y2009"
13115,"GROUP QUARTERS TYPE [5] BY VETERAN STATUS","B26207","ACSDT5Y2017"
13115,"GROUP QUARTERS TYPE [5] BY VETERAN STATUS","B26207","ACSDT5Y2018"
13116,"GROUP QUARTERS TYPE [5] BY AGE BY DISABILITY STATUS","B26208","ACSDT5Y2009"
13116,"GROUP QUARTERS TYPE [5] BY AGE BY DISABILITY STATUS","B26208","ACSDT5Y2017"
13116,"GROUP QUARTERS TYPE [5] BY AGE BY DISABILITY STATUS","B26208","ACSDT5Y2018"
13117,"GROUP QUARTERS TYPE [5] BY GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE IN THE UNITED STATES","B26209","ACSDT5Y2009"
13117,"GROUP QUARTERS TYPE [5] BY GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE IN THE UNITED STATES","B26209","ACSDT5Y2017"
13117,"GROUP QUARTERS TYPE [5] BY GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE IN THE UNITED STATES","B26209","ACSDT5Y2018"
13118,"GROUP QUARTERS TYPE [5] BY NATIVITY AND CITIZENSHIP STATUS BY SEX","B26210","ACSDT5Y2009"
13118,"GROUP QUARTERS TYPE [5] BY NATIVITY AND CITIZENSHIP STATUS BY SEX","B26210","ACSDT5Y2017"
13118,"GROUP QUARTERS TYPE [5] BY NATIVITY AND CITIZENSHIP STATUS BY SEX","B26210","ACSDT5Y2018"
13119,"GROUP QUARTERS TYPE [5] BY YEAR OF ENTRY","B26211","ACSDT5Y2009"
